89,65,-96,-4
20,44,46,-74
74,-4,78,-83
-92,-100,-66,47
-34,61,58,57
34,-10,-7,-85
-2,61,-96,64
65,90,-55,-54
-23,2,36,-89
-67,-56,45,-97
-72,-23,11,83
-3,-89,89,-89
24,-88,63,78
-7,8,28,-80
19,100,55,71
-88,-81,52,11
58,47,-44,16
21,-58,23,87
-52,88,29,39
80,-25,1,-38
30,76,-17,-97
-20,-29,46,-48
-19,-9,-69,95
15,-44,-96,-64
-35,47,-2,33
-76,11,-89,71
-9,49,10,-85
-37,-71,61,-10
74,26,61,37
29,-84,-18,12
47,74,-99,-88
-99,-35,-97,-81
73,85,64,-54
-62,86,-56,-25
69,89,-19,-89
10,-30,-25,18
96,54,-4,-51
-69,-22,7,49
80,-13,-75,89
19,-7,33,6
-84,40,-49,39
65,64,39,73
-64,-5,-56,-34
9,-49,40,-20
-85,13,-49,98
-16,61,-2,-2
-83,-76,-69,100
-14,98,-20,-34
55,0,98,-82
-95,77,-29,17
25,20,63,15
85,3,79,-29
67,-16,-29,34
-57,50,-84,75
1,69,4,24
38,79,15,-91
-63,-14,19,100
-44,-91,-72,-88
90,-23,22,38
32,34,-73,-23
13,69,-97,98
60,54,51,-82
99,-20,-37,-29
-11,-100,-36,-89
-94,38,-88,-9
-9,32,-96,-81
-80,-77,73,-67
-20,9,-32,4
53,40,-3,49
68,-71,53,-37
-86,23,-28,18
66,-61,42,91
-28,-40,-96,29
56,30,93,72
-7,-75,58,-35
74,-7,45,-12
-63,-7,88,-52
-89,-45,-43,-74
39,86,4,-19
-44,-69,89,-82
-85,97,-77,-3
83,41,-91,70
54,99,42,92
-53,14,41,95
67,50,77,97
81,22,19,51
-18,74,3,75
100,-62,-87,98
-6,-84,37,-58
-17,72,-58,22
23,-20,-17,-5
12,0,-11,34
-60,40,-47,76
-81,-49,12,42
30,56,23,-55
69,-57,34,65
-25,93,-22,-60
83,59,-79,-88
57,66,-80,-62
100,-15,26,13
-59,-67,-3,50
45,-78,-60,96
90,-65,85,-92
-67,11,92,13
6,71,39,-25
-48,-71,13,-26
43,-53,-13,78
-40,39,72,-97
-47,-78,35,-17
77,19,55,-30
-72,-71,81,87
-86,-95,-12,17
-32,-3,-32,-31
-10,34,93,-64
33,68,36,-78
-25,-88,-75,95
98,26,-91,-87
88,25,-4,41
30,-26,27,-44
77,-64,81,21
66,81,95,-15
96,-61,-5,18
19,-44,37,-52
-1,-21,-62,-7
-58,-98,9,27
-29,13,53,42
-85,-33,76,94
59,70,25,31
100,-47,59,4
-9,-12,29,-99
21,-80,-7,33
-12,-88,28,41
-34,-40,-59,97
-18,-67,-53,63
-68,-83,-71,-71
16,51,-64,-91
-61,-92,-59,87
4,-91,-54,-100
-19,-87,-71,-51
-72,43,68,5
31,-67,12,34
-41,42,-7,52
-38,7,-67,55
-91,29,-94,50
19,-21,-36,-29
68,-64,-71,48
47,91,24,-29
70,91,63,94
45,36,-67,5
-97,83,86,-35
-90,-41,-13,12
19,32,56,58
38,54,-3,92
-97,0,63,98
51,-23,32,38
-44,83,70,-56
10,-36,-33,-19
8,36,64,54
-31,63,-1,71
-37,-75,-72,-20
-33,-84,-43,15
-44,94,-93,7
37,77,88,-36
30,-46,-60,41
81,90,-8,4
73,40,40,96
-64,-85,31,99
-36,-38,-20,17
-68,-99,66,-6
70,-32,-94,-97
55,-8,-91,15
-65,-91,-74,-98
-63,87,-33,62
-16,-76,-33,-27
-26,-93,22,66
-64,7,-59,-28
-16,-43,100,-8
90,-48,-5,2
-99,39,-20,77
-59,93,-74,11
-22,3,74,-64
-85,44,33,-60
16,86,13,-17
-88,-42,56,-7
-41,-23,-71,-39
-58,-93,-18,-75
62,-62,77,-44
41,86,-18,-59
-74,21,87,-67
-61,78,-100,83
65,78,-87,-59
-36,-40,4,-84
38,-56,96,33
-99,-74,33,65
-74,-74,-19,59
8,44,14,38
97,7,-90,76
-66,-6,98,62
-89,20,95,70
-59,-19,-15,-53
-13,50,-97,-57
-55,62,51,-15
-67,40,-89,40
-30,-59,77,-50
87,-45,37,-6
-45,-48,22,3
60,41,28,-15
-44,-54,68,95
1,-89,53,47
-59,48,-32,-70
-65,77,-34,1
-95,89,30,11
20,-82,36,57
92,78,-19,78
60,-96,-80,-92
-72,-70,-53,-53
38,-16,-66,-47
83,-44,-28,60
46,14,-30,-28
-49,-19,-57,-47
68,-16,-75,-100
-11,53,57,30
32,27,-18,24
81,39,-79,47
10,82,-49,69
13,-6,-57,-82
-67,-34,-16,8
17,5,-65,19
-25,19,-42,51
26,-43,54,83
-42,100,-7,-96
-59,55,-39,-74
98,-88,-79,24
-69,-75,-96,-91
-41,-58,-78,-17
31,48,-6,-98
90,-15,-50,-10
20,-57,15,43
-86,-86,-28,75
92,-73,-56,100
89,-84,40,-11
-42,25,14,-18
77,3,19,34
82,47,-41,80
-37,99,-83,47
-27,-32,52,-38
-12,-65,-7,-28
66,-12,74,-53
-32,13,77,-64
-65,2,20,20
-83,-33,98,-90
4,-96,64,9
-51,25,-66,44
48,-61,-40,-67
-93,47,58,61
-17,-44,-96,-86
27,97,39,43
-70,97,77,-3
-24,-32,-33,-21
-45,99,95,-19
69,-82,61,86
36,31,-39,-65
17,8,59,77
30,20,-100,-97
59,40,70,-74
-75,58,-100,-26
42,-83,-42,-40
7,-77,29,-80
13,12,92,-50
100,24,-47,-30
-68,-51,95,-92
-12,-13,76,60
65,-61,-49,-99
-92,33,24,-40
21,34,-81,-67
26,-97,0,95
-99,6,-9,22
-16,-18,-31,10
-80,-85,55,94
92,-82,-2,97
17,65,-81,-74
-17,10,-88,73
-88,19,-28,66
52,75,-49,68
-33,-41,31,-48
-78,-14,-34,-1
-97,-51,-50,66
-42,-64,92,40
56,-82,45,-61
22,-75,-39,-40
62,18,-20,-94
46,78,22,-81
-74,94,-27,-32
-13,-11,58,-34
20,-97,54,-57
42,-24,10,-99
94,-76,-15,79
70,11,87,-25
77,95,-43,60
21,69,88,59
45,85,-6,-58
-19,-9,82,-59
6,-29,30,-4
-31,-70,-77,33
-50,-28,-33,41
-2,80,33,-39
23,-76,-27,-40
24,-79,-25,-90
-78,48,24,-89
19,-32,-77,-44
-89,98,7,85
-9,80,65,61
59,49,-19,-56
78,-17,-49,-26
-47,-58,-81,35
9,3,79,-89
-9,62,30,-91
-38,72,-30,98
-27,59,30,-91
-24,-5,-38,-25
-2,92,48,-67
-33,63,-24,-26
-8,85,-35,67
-67,6,15,11
-98,-32,-63,-11
-53,-37,-33,-15
-87,19,-9,-35
-29,20,26,48
83,-11,50,-2
75,-8,66,66
55,94,18,67
-9,90,-22,58
77,26,-76,-59
6,2,-66,-22
-4,-12,-98,69
36,53,83,77
17,-16,-88,90
-99,-18,-78,51
-12,-46,-43,-3
-50,99,59,-48
-80,81,12,-45
41,100,-82,-42
-6,28,-49,33
-65,-2,8,93
74,-90,-95,65
32,64,9,-97
-30,53,82,66
39,19,-99,-31
10,7,12,-60
74,47,-81,81
-36,78,-88,48
71,-77,49,-19
76,-17,-32,-100
64,52,-60,60
95,-54,3,-18
-98,98,46,-44
-67,-38,-41,12
7,39,-5,95
0,-89,-26,-84
-60,5,-80,-16
-66,96,-47,31
73,70,63,-46
2,53,-22,-94
11,-39,89,-82
29,45,-76,36
-27,-83,21,-21
18,70,88,84
-94,45,85,4
76,46,54,72
-2,89,-32,-83
-79,-45,22,61
58,-82,1,-1
11,-33,-38,-9
66,53,-82,59
-40,-54,97,-37
93,-74,62,48
78,75,41,-93
85,-72,-58,-71
-84,89,-56,-64
-97,72,77,93
25,2,-100,-52
37,-71,-100,34
41,-74,23,34
71,-53,-75,-80
-34,-49,-80,44
-22,-38,67,97
-14,-78,-46,19
-40,50,-76,-59
16,-14,-100,-91
-14,-52,24,-56
-20,-48,-66,90
-65,57,-23,86
-26,65,25,-47
0,54,-76,-46
-28,60,-26,17
-17,-96,-4,90
-1,-66,-18,56
-48,48,-46,42
19,14,-64,58
96,81,45,24
30,35,20,100
56,-48,-76,79
-31,-96,11,92
-61,14,79,60
86,57,-57,-67
7,100,-48,13
-7,57,26,-11
-22,58,-81,-68
-40,-35,83,35
-80,61,57,-79
15,90,-76,56
-98,50,18,61
1,86,100,-69
45,-36,13,-59
-69,-55,-80,43
-34,-74,-55,-84
12,-9,57,-29
49,-8,-87,-5
-28,-57,95,64
78,72,71,74
81,-97,57,90
-3,-59,-17,-13
-5,88,-14,95
88,-66,87,-9
-36,34,-81,-84
-29,-43,-68,94
81,71,-36,-63
-99,-96,-37,-86
-23,-60,-2,6
44,-19,57,-15
-75,99,49,62
20,-74,-42,-14
-69,69,-43,77
-29,-69,69,-80
85,-11,78,84
74,91,53,84
84,39,32,2
12,-8,25,-3
52,68,82,6
55,66,-86,-77
31,3,25,-22
29,-82,-45,85
-4,88,43,90
-15,-79,-11,-70
95,-98,-48,-47
28,-32,5,24
35,36,12,-79
-30,-80,40,92
-93,57,24,-66
-83,-5,58,80
8,-57,55,12
-37,17,82,-28
99,31,-33,-67
92,29,88,-82
27,-40,1,-13
-69,-12,-79,-75
-71,90,-5,39
-16,45,-83,-92
-1,5,-8,23
55,-25,83,28
27,-38,97,-19
51,-56,51,-63
38,78,-23,-43
13,-6,-69,57
-97,80,12,36
1,62,-64,40
68,62,-95,-31
-27,-64,-20,76
12,11,-80,-27
92,22,6,90
19,39,-89,26
-60,-24,-64,46
63,89,25,76
-47,-96,-49,32
54,-61,32,-31
-67,14,81,-73
-82,20,86,-6
90,94,48,7
40,-86,-4,-74
-80,-93,90,-58
69,20,-28,-12
5,-31,41,26
-22,-1,-82,-11
-79,-27,-90,32
-51,77,70,-42
18,67,47,-5
33,92,33,1
79,-4,-73,46
9,52,72,59
-12,59,-84,27
-66,81,8,-91
90,-46,47,-2
30,1,-24,-2
80,2,49,83
28,-93,11,-3
-8,80,21,84
5,75,69,-88
-6,91,-95,12
71,72,5,-74
58,-16,69,-7
-72,-98,-58,-63
-29,44,17,66
-31,34,18,-15
-75,-20,-46,-18
79,38,44,16
-30,20,72,-56
26,-77,45,7
-92,-43,-87,11
26,-80,-49,-99
-66,40,-44,15
94,-86,-79,61
-50,62,75,-85
